CPU Load (%),CPU Cores,Memory RAM Usage (%),Memory Swap Usage (%),Disk Usage (%),downgrade
51.79,7,1.18,61.89,75.9,1
95.36,8,7.38,68.69,78.49,1
13.07,5,8.42,38.79,53.22,0
54.8,7,39.05,68.81,88.17,1
94.51,8,3.91,28.95,5.61,1
30.0,7,4.37,24.69,89.6,1
91.95,2,64.73,53.63,51.35,1
10.3,3,56.76,36.84,28.38,1
3.06,4,58.21,49.45,41.66,1
45.8,5,71.53,13.92,72.76,1
13.67,6,59.21,2.14,32.03,0
32.01,8,12.81,54.7,41.05,1
63.27,4,60.85,29.91,4.8,1
71.45,6,52.15,63.05,92.32,1
51.24,7,89.6,46.47,7.85,1
17.89,5,28.82,70.31,92.77,1
37.45,1,62.83,42.76,67.83,1
28.73,2,98.27,16.22,74.48,1
59.44,1,62.91,85.13,21.83,1
12.33,3,9.31,59.84,27.1,1
18.51,7,46.07,41.34,46.79,1
89.08,8,40.91,17.08,93.9,1
89.52,8,90.9,6.48,26.1,1
74.48,8,77.78,89.4,64.73,1
29.57,8,78.1,2.62,33.0,1
88.01,6,4.16,62.32,34.18,1
72.49,6,72.59,63.45,21.76,1
1.53,1,22.01,70.49,87.22,1
20.98,8,69.11,79.32,79.89,1
53.35,7,28.28,43.78,72.46,1
45.12,8,95.83,48.74,29.62,1
32.2,3,63.91,42.35,60.1,1
31.26,6,30.09,69.94,27.71,1
35.61,3,5.59,66.2,24.05,1
28.37,7,55.5,97.84,57.34,1
74.18,8,76.54,27.67,32.97,1
43.72,3,67.09,67.13,39.41,1
8.13,2,10.83,32.54,93.1,1
28.33,4,73.21,14.88,36.73,1
73.34,6,34.57,19.82,36.34,1
25.56,4,85.31,66.8,90.63,1
25.91,1,18.38,47.22,89.84,1
35.46,8,14.98,98.27,90.43,1
69.48,2,64.63,88.21,33.02,1
29.62,6,70.49,82.11,29.04,1
75.78,4,32.2,10.87,54.41,1
85.09,4,23.41,74.84,19.89,1
55.36,3,98.9,81.69,9.39,1
82.19,7,51.77,27.02,20.88,1
64.46,5,1.92,82.1,30.61,1
32.21,2,48.88,21.52,14.43,1
48.44,3,60.26,76.79,66.73,1
74.24,7,51.62,89.95,18.11,1
26.25,5,58.81,63.53,68.34,1
38.83,7,96.29,11.84,24.38,1
44.91,1,92.24,44.65,52.6,1
99.68,6,17.28,68.64,16.49,1
42.85,8,79.72,17.42,40.69,1
78.17,1,93.03,68.68,72.66,1
54.18,6,59.47,74.57,35.42,1
61.35,1,44.35,0.73,59.48,0
52.93,6,60.46,44.57,40.87,1
0.41,5,52.15,85.0,50.66,1
49.71,4,35.34,66.51,6.2,1
88.9,8,45.84,80.92,40.02,1
98.21,1,30.98,96.08,68.04,1
30.0,2,36.03,27.32,90.63,1
13.48,7,49.06,5.88,17.21,0
98.8,4,54.44,19.89,87.88,1
60.62,8,95.6,10.52,24.94,1
20.94,6,76.67,34.74,37.59,1
38.1,5,22.23,4.76,25.35,0
24.46,2,14.36,95.26,59.63,1
47.88,1,12.69,4.4,99.54,1
6.35,5,34.38,96.28,26.47,1
71.72,7,69.72,4.23,19.07,1
70.03,8,12.42,45.34,60.74,1
25.49,8,89.34,83.77,70.54,1
90.83,4,95.34,96.57,31.75,1
15.79,1,82.5,75.45,55.52,1
46.01,4,93.96,88.76,68.55,1
18.05,1,87.09,3.65,86.64,1
50.52,3,1.01,65.49,32.5,1
48.31,4,61.03,68.79,85.18,1
60.22,2,88.05,11.84,42.71,1
68.43,2,2.44,24.93,14.29,0
49.88,8,59.14,41.5,84.21,1
62.45,7,80.27,90.55,13.56,1
69.85,2,60.91,92.54,57.61,1
83.0,6,90.82,91.46,29.17,1
50.27,2,47.92,42.96,62.88,1
32.69,8,21.79,0.39,95.64,1
31.39,7,42.97,84.86,80.04,1
95.49,5,59.21,48.39,28.65,1
87.74,6,30.82,52.99,52.93,1
75.28,7,43.92,82.61,18.36,1
56.57,8,61.7,53.12,29.63,1
9.57,8,17.94,75.33,27.36,1
2.0,4,37.86,9.12,10.9,0
30.23,7,38.74,75.51,45.78,1
28.88,8,80.72,93.15,99.7,1
11.0,7,63.69,29.71,26.69,1
7.15,1,93.92,79.34,40.7,1
72.26,8,8.5,53.39,47.46,1
30.49,5,97.95,23.53,51.45,1
11.36,8,70.28,49.2,80.71,1
9.64,6,11.6,70.44,10.29,1
75.59,1,39.93,87.56,13.95,1
92.24,5,76.57,35.96,90.1,1
9.98,3,69.19,50.71,14.47,1
11.15,4,37.58,77.4,99.78,1
17.17,1,41.15,3.09,49.58,0
1.71,5,81.36,74.13,65.54,1
49.81,3,33.03,53.52,2.09,1
74.13,5,88.28,54.52,35.0,1
58.66,1,8.89,42.29,27.6,0
55.46,6,22.3,20.48,2.04,0
39.58,6,43.6,42.42,40.83,1
2.88,1,7.89,31.59,24.7,0
95.82,3,18.98,10.34,56.52,1
90.53,5,46.86,27.66,25.22,1
99.36,6,91.07,87.42,35.6,1
15.54,6,64.53,21.32,88.53,1
73.95,8,29.31,4.18,60.14,1
95.26,3,32.02,69.86,57.43,1
96.72,1,74.32,56.71,36.47,1
16.86,7,9.07,99.52,89.93,1
55.81,3,22.58,49.34,12.2,1
11.36,5,48.48,16.65,73.74,0
88.33,2,40.83,66.9,87.33,1
70.78,5,26.07,6.61,4.74,1
3.59,1,18.48,8.29,37.56,0
8.64,6,59.2,87.29,70.72,1
26.05,6,54.91,55.31,17.39,1
83.34,2,26.67,41.76,52.58,1
9.1,8,79.86,14.04,32.03,1
96.67,7,91.78,39.96,91.96,1
89.11,7,12.43,6.16,77.1,1
18.15,4,14.5,84.37,20.64,1
13.72,2,80.83,2.27,24.6,1
84.26,2,6.29,4.37,96.82,1
62.96,5,40.06,76.1,6.07,1
50.68,4,97.58,24.4,0.42,1
81.28,1,95.49,75.84,6.93,1
43.88,4,7.56,25.51,76.07,0
80.34,6,64.77,13.98,42.37,1
53.61,1,30.76,27.58,37.8,0
55.33,4,19.24,52.29,70.05,1
63.85,3,73.68,58.98,76.39,1
62.13,4,73.86,23.11,83.34,1
16.64,3,2.51,36.1,90.76,1
91.6,6,88.87,64.96,86.72,1
50.71,2,9.81,18.59,18.75,0
93.92,8,43.6,22.56,78.74,1
75.58,7,63.34,40.01,26.32,1
74.08,8,67.29,63.21,14.15,1
1.64,2,3.55,62.74,87.49,1
17.61,8,57.02,82.04,88.89,1
31.76,2,11.25,92.94,10.52,1
57.84,3,21.88,25.05,43.75,0
86.41,3,39.97,66.36,11.79,1
69.24,5,9.82,96.77,36.16,1
40.26,1,47.96,63.39,36.44,1
97.65,8,40.41,80.55,97.62,1
13.35,1,52.76,87.76,5.45,1
8.78,4,16.7,37.69,54.23,0
40.42,7,5.28,28.23,49.45,0
96.64,2,94.34,60.69,68.44,1
96.42,3,32.85,73.69,70.34,1
65.59,1,90.5,46.4,78.17,1
36.34,1,15.65,24.35,28.79,0
55.96,5,43.84,91.62,61.99,1
24.44,7,4.74,78.77,77.51,1
73.17,5,31.26,59.82,62.34,1
7.08,2,5.76,75.34,63.64,1
81.59,3,29.16,66.21,69.21,1
31.5,5,6.83,61.21,4.96,1
45.45,2,78.65,3.6,59.22,1
5.13,2,39.63,28.3,33.29,0
53.48,2,34.01,85.44,29.96,1
20.12,5,64.51,28.29,99.18,1
82.57,2,23.97,48.78,18.35,1
46.93,7,65.09,23.03,46.39,1
13.95,7,27.97,37.89,48.92,0
82.18,2,43.42,31.19,10.86,1
12.57,5,82.98,66.67,69.83,1
24.07,5,8.34,22.08,37.05,0
80.56,3,25.69,43.55,97.73,1
85.24,7,78.61,35.73,12.76,1
66.95,2,39.94,58.49,42.16,1
71.76,5,2.84,16.32,52.22,1
92.38,4,90.28,24.41,54.56,1
63.79,4,5.56,7.6,36.64,0
95.39,5,37.21,81.99,26.17,1
34.04,6,57.74,10.11,55.9,0
80.81,5,99.68,77.55,11.28,1
16.23,4,59.5,48.1,77.22,1
44.69,1,29.72,26.9,1.23,0
96.62,1,22.52,85.79,82.88,1
71.7,5,10.63,72.15,30.19,1
5.83,4,77.38,53.89,99.97,1
65.36,7,19.81,64.17,51.36,1
13.67,4,30.31,46.02,14.71,1
32.19,6,76.14,68.1,38.87,1
93.41,8,76.62,12.52,31.97,1
96.45,8,67.15,21.66,2.3,1
25.18,8,91.94,96.87,78.9,1
9.02,7,76.28,43.86,52.07,1
16.34,2,64.52,47.91,53.88,1
21.8,8,79.38,14.47,6.27,1
26.31,7,70.16,36.57,49.89,1
45.4,1,18.02,30.14,62.21,0
90.62,1,78.44,67.89,49.71,1
57.39,6,35.44,95.67,98.4,1
92.44,6,53.54,31.63,3.72,1
69.38,7,47.22,48.04,27.38,1
81.79,7,94.0,32.37,41.57,1
40.92,7,79.76,89.52,56.19,1
74.4,1,8.93,78.52,99.78,1
52.2,5,50.19,46.44,5.75,1
35.63,5,15.83,27.12,55.63,0
58.06,5,76.71,18.41,94.72,1
53.6,8,97.34,4.72,91.84,1
83.61,4,86.82,41.87,81.23,1
24.17,5,97.4,66.15,44.26,1
40.0,4,29.23,58.23,56.59,1
81.43,5,48.11,68.25,45.86,1
50.53,7,33.66,81.39,6.64,1
99.07,6,75.63,49.69,88.25,1
96.07,8,87.53,16.41,29.88,1
74.16,2,34.02,90.84,21.47,1
46.02,7,11.22,75.53,18.84,1
7.88,1,2.79,45.39,91.12,1
45.72,2,68.86,29.03,60.98,1
26.77,4,86.24,61.08,0.85,1
79.23,7,78.29,66.38,89.55,1
57.57,6,25.95,6.92,95.38,1
13.57,6,16.29,1.47,1.98,0
64.07,7,78.26,65.82,17.94,1
89.4,5,72.96,45.33,50.19,1
8.76,1,23.15,72.07,8.14,1
92.44,1,6.51,35.04,49.48,1
38.45,5,24.95,45.55,87.24,1
85.42,5,45.0,33.94,59.51,1
12.35,6,36.48,90.58,19.72,1
20.95,5,29.8,22.6,73.0,0
6.62,3,30.23,61.56,49.43,1
11.23,3,93.89,85.09,6.84,1
55.3,4,62.95,66.56,0.21,1
76.74,3,69.17,13.0,69.45,1
66.66,5,37.1,65.41,64.24,1
3.64,6,40.74,68.23,36.16,1
5.19,3,11.41,80.26,39.32,1
83.12,8,17.26,1.36,86.13,1
96.5,3,74.5,21.25,0.46,1
97.47,1,39.23,59.25,59.13,1
3.27,1,95.85,93.44,95.51,1
38.19,8,75.41,71.92,68.08,1
15.46,7,10.61,37.13,97.32,1
18.8,2,57.29,80.9,63.78,1
42.99,8,66.29,82.2,30.69,1
28.01,3,66.85,5.58,76.04,1
62.72,4,96.55,93.5,65.28,1
88.47,4,24.75,94.46,51.38,1
75.42,3,90.72,4.81,5.39,1
29.9,8,70.58,0.73,46.07,1
92.63,1,52.98,56.44,48.76,1
98.92,7,99.86,63.65,98.12,1
50.64,3,99.29,49.21,38.55,1
52.57,3,61.06,41.39,32.02,1
17.93,6,95.57,94.01,75.9,1
36.8,4,84.22,80.81,6.09,1
86.95,5,65.25,43.99,8.23,1
79.01,4,46.89,33.56,26.9,1
6.61,1,62.46,71.76,31.71,1
21.13,3,20.13,97.68,48.9,1
27.51,5,82.43,61.04,92.64,1
26.35,1,69.44,32.59,94.8,1
22.99,6,5.59,35.69,93.98,1
96.91,5,55.51,6.72,68.18,1
75.39,6,33.74,29.83,70.04,1
1.47,2,94.2,86.67,23.78,1
32.01,2,81.48,75.85,26.65,1
10.76,6,11.63,22.0,44.38,0
80.56,6,54.19,81.78,96.1,1
34.87,8,1.51,33.32,7.34,0
47.85,2,11.04,12.31,83.52,1
96.54,5,71.21,7.12,86.54,1
47.49,4,31.77,87.29,81.56,1
39.73,2,78.43,99.11,45.34,1
91.5,3,42.38,24.87,42.88,1
34.85,8,10.3,12.43,64.88,0
56.44,7,46.85,72.88,69.19,1
1.37,8,68.83,55.21,47.24,1
64.24,3,20.06,10.33,81.78,1
14.64,1,40.07,9.12,60.47,0
59.3,4,77.99,86.49,1.0,1
75.21,4,80.49,32.93,54.84,1
60.05,4,21.73,49.01,90.77,1
54.02,8,84.68,99.64,28.04,1
17.79,5,21.73,79.28,33.52,1
9.69,5,97.42,66.15,75.16,1
73.8,4,31.44,25.08,19.82,1
45.53,7,20.94,39.42,35.34,0
14.83,3,31.93,14.16,44.71,0
83.33,4,25.41,16.56,58.19,1
6.83,4,98.29,41.16,81.43,1
42.72,8,43.52,78.34,29.92,1
69.66,7,82.51,30.14,43.25,1
15.1,3,77.15,35.67,94.09,1
76.8,6,94.09,35.5,7.83,1
99.16,7,6.09,8.69,20.54,1
10.91,5,0.09,5.05,94.42,1
62.71,6,26.0,15.89,12.91,0
87.39,3,48.84,38.08,67.82,1
22.78,5,80.77,0.85,93.65,1
84.72,8,66.88,69.18,69.83,1
11.47,8,2.36,61.91,74.99,1
23.83,7,87.66,58.87,13.86,1
15.77,5,54.87,33.69,28.15,1
44.3,8,90.15,36.79,58.85,1
40.6,8,24.71,38.52,13.91,0
55.63,6,51.27,6.07,63.12,0
94.1,3,25.24,2.66,41.66,1
22.48,2,63.1,11.12,39.21,1
19.27,5,58.31,90.23,20.51,1
95.09,4,42.05,83.54,33.78,1
80.04,6,56.93,47.98,47.01,1
91.39,2,61.5,79.02,10.22,1
21.2,3,53.75,81.88,36.26,1
78.78,5,33.25,3.72,80.71,1
56.39,3,25.04,78.36,42.85,1
50.7,2,33.74,1.44,85.16,1
37.52,4,93.38,76.26,70.41,1
54.62,1,26.97,37.25,61.27,0
68.74,8,1.59,80.8,90.14,1
32.22,1,89.24,20.49,36.05,1
44.49,2,23.3,60.98,27.19,1
2.27,2,34.77,7.87,24.74,0
51.17,1,97.86,47.08,88.12,1
0.03,5,97.4,23.9,96.67,1
87.42,1,21.15,74.12,71.16,1
37.02,6,91.91,22.91,89.95,1
89.59,3,42.38,59.47,4.33,1
85.09,7,69.21,27.06,45.38,1
67.28,1,80.87,8.92,11.92,1
19.08,2,42.53,24.12,25.96,0
90.32,5,51.84,86.52,39.79,1
2.04,8,2.6,92.13,15.82,1
24.03,6,55.99,41.53,77.67,1
99.26,8,70.61,62.29,8.01,1
27.27,1,59.41,66.15,64.33,1
73.65,6,46.12,21.24,41.45,1
23.83,2,68.87,90.47,92.66,1
95.11,4,10.34,24.75,12.14,1
16.23,8,90.85,46.66,26.18,1
40.39,2,79.35,24.49,26.5,1
68.67,5,4.25,48.13,90.71,1
54.83,2,95.03,52.12,83.38,1
26.75,1,3.88,72.03,66.93,1
77.83,8,99.8,18.97,13.34,1
43.38,8,7.5,76.62,27.15,1
86.43,5,46.26,11.72,91.45,1
12.03,4,6.02,80.38,23.96,1
98.54,7,90.24,41.97,35.78,1
47.86,1,20.0,78.59,4.39,1
82.5,4,83.17,95.87,83.0,1
80.94,5,98.82,76.05,89.82,1
5.64,8,93.87,58.98,4.82,1
51.66,3,89.19,81.13,50.07,1
48.47,1,20.31,16.21,32.81,0
62.39,5,45.35,40.44,42.24,1
78.6,1,56.02,84.66,50.77,1
43.92,2,92.0,58.35,88.38,1
90.71,1,48.41,82.57,51.15,1
71.45,7,39.86,3.95,16.38,1
72.97,3,2.13,78.21,4.32,1
19.07,1,87.76,94.82,71.97,1
50.64,8,31.52,54.71,99.41,1
71.08,8,26.17,79.97,32.8,1
81.95,6,16.55,48.34,82.01,1
94.6,2,30.03,96.65,96.24,1
25.46,3,28.1,48.46,5.56,1
42.13,1,40.92,24.79,78.19,0
33.46,3,47.94,26.83,46.44,1
61.05,4,18.82,70.26,65.93,1
74.06,4,89.92,5.14,30.14,1
18.56,1,80.61,30.74,1.77,1
25.85,8,53.58,93.4,62.46,1
60.58,8,41.11,84.77,81.88,1
64.14,8,12.36,98.4,86.1,1
89.87,4,79.64,47.07,94.79,1
49.34,4,37.9,61.7,7.71,1
64.43,7,32.92,58.61,1.47,1
4.52,4,40.81,14.77,81.5,1
6.04,2,79.62,57.74,82.96,1
43.18,4,63.62,2.39,8.46,0
83.51,7,3.51,20.24,43.58,1
22.01,3,44.93,98.26,18.52,1
51.07,3,52.31,6.53,18.88,0
15.03,5,58.87,70.61,42.32,1
85.28,7,59.38,6.74,13.34,1
67.14,5,52.33,70.63,80.41,1
83.17,3,57.95,40.56,90.29,1
58.83,8,73.05,92.22,47.1,1
71.82,6,81.33,62.59,30.42,1
95.92,6,31.76,44.79,10.05,1
15.37,6,46.02,18.25,76.87,0
39.15,7,58.51,3.26,9.28,0
69.27,1,75.34,29.01,13.78,1
91.14,5,67.15,89.73,37.13,1
0.2,3,12.45,7.53,74.92,0
87.9,7,1.54,6.99,93.83,1
75.47,3,25.91,21.83,90.12,1
43.06,4,63.9,66.21,47.94,1
86.39,6,44.07,59.82,86.64,1
18.46,6,3.12,3.43,53.53,0
42.73,7,64.17,78.96,91.76,1
84.17,2,88.29,46.06,6.49,1
97.2,3,81.62,38.32,5.56,1
89.95,6,68.9,59.27,33.52,1
88.3,6,86.71,93.46,21.07,1
37.45,6,95.44,89.1,83.71,1
59.26,4,84.22,70.67,93.32,1
53.0,5,13.61,90.29,33.34,1
98.2,4,27.62,32.56,38.71,1
21.32,2,66.33,73.95,48.55,1
6.69,5,3.81,60.11,79.0,1
11.53,5,1.36,17.54,67.55,0
22.14,6,48.62,96.63,33.27,1
66.53,2,56.48,12.76,60.18,0
66.9,8,49.26,11.3,68.45,0
12.32,1,11.62,57.66,89.0,1
25.53,7,2.43,79.54,17.27,1
51.52,7,69.25,85.17,34.11,1
79.88,4,47.09,27.96,30.83,1
19.74,4,13.9,4.71,19.2,0
34.97,6,68.71,38.06,78.78,1
81.96,1,65.45,24.57,52.02,1
49.08,5,28.56,27.76,95.75,1
26.12,1,59.34,40.42,27.47,1
3.27,6,28.41,88.97,98.89,1
16.19,3,56.07,94.33,10.51,1
64.06,4,28.52,5.5,82.76,1
56.7,2,64.99,68.38,81.12,1
4.25,6,60.0,88.02,56.56,1
47.22,2,34.69,43.34,22.31,1
63.91,7,34.12,10.62,98.22,1
51.93,5,77.96,48.26,18.57,1
10.45,5,84.33,18.0,81.49,1
79.07,6,81.52,37.96,7.48,1
7.84,2,38.43,50.07,27.28,1
17.81,5,83.66,88.8,78.43,1
98.41,3,98.17,58.28,48.81,1
65.05,7,32.69,63.79,54.04,1
95.17,4,92.65,16.61,80.38,1
51.07,4,48.06,27.1,84.95,1
61.66,7,6.53,26.39,16.22,0
22.35,6,12.13,66.87,62.22,1
36.66,7,24.95,28.36,2.81,0
55.94,1,54.87,8.03,55.21,0
98.44,3,47.51,63.28,8.63,1
91.88,8,90.75,58.3,23.27,1
8.38,8,24.21,22.17,28.33,0
32.93,1,67.19,13.67,8.31,1
27.59,2,75.13,3.55,6.83,1
49.86,5,8.21,41.52,76.3,0
37.6,1,9.99,59.76,19.5,1
67.19,4,19.22,86.43,12.19,1
15.3,3,81.24,7.03,63.22,1
80.41,6,27.56,91.75,80.03,1
98.43,6,37.66,9.64,11.03,1
93.39,1,83.27,94.62,26.17,1
99.43,8,46.5,14.01,4.03,1
30.17,2,94.63,44.41,53.28,1
65.83,2,28.4,59.87,98.62,1
19.97,2,32.09,4.37,89.37,1
96.56,3,15.62,96.67,94.92,1
17.9,5,36.66,14.61,19.68,0
62.31,1,89.78,46.21,88.72,1
93.51,1,81.78,64.25,55.61,1
99.91,1,63.16,7.01,7.45,1
0.72,7,10.09,52.56,45.71,1
30.11,8,61.47,35.52,11.87,1
84.9,4,57.44,49.94,34.0,1
11.7,4,24.8,36.67,69.17,0
38.44,3,67.51,40.43,62.07,1
87.71,5,53.25,34.32,54.36,1
82.34,4,19.46,3.7,7.04,1
50.38,7,68.51,64.79,28.17,1
59.46,6,23.47,79.19,5.15,1
71.88,2,59.82,86.44,94.21,1
5.4,7,50.45,72.84,17.49,1
15.44,5,41.5,54.38,9.21,1
11.03,4,66.48,2.07,38.0,0
19.53,8,21.94,8.22,72.49,0
28.73,2,79.49,83.03,77.76,1
97.74,6,71.1,93.88,79.33,1
6.94,1,52.82,0.21,97.29,1
28.26,7,36.33,13.82,63.91,0
90.18,7,98.4,63.25,98.3,1
49.91,5,63.76,63.32,28.94,1
9.22,1,5.6,37.03,24.4,0
36.29,2,52.53,50.78,66.73,1
61.42,1,38.05,35.87,9.44,1
81.08,4,10.67,27.35,7.49,1
54.12,2,94.02,44.91,72.46,1
9.12,8,82.17,27.85,17.63,1
5.15,3,47.6,52.1,5.77,1
97.67,7,90.01,34.11,58.11,1
49.28,1,22.75,71.94,80.4,1
50.81,2,5.22,70.73,34.76,1
65.29,2,14.53,44.51,12.54,0
65.11,5,36.83,6.88,28.34,0
97.51,1,36.73,23.13,74.9,1
69.4,2,24.14,92.85,39.55,1
89.45,4,82.92,51.29,83.38,1
43.61,4,16.71,81.82,6.51,1
26.09,3,84.77,74.58,69.69,1
55.23,2,70.41,23.86,13.41,1
15.73,4,47.99,24.75,81.46,1
59.64,3,88.64,34.35,66.02,1
57.77,2,57.16,51.96,38.15,1
66.59,7,15.52,61.07,49.34,1
1.08,7,45.44,86.68,87.31,1
54.57,2,54.65,53.33,96.78,1
94.64,8,21.23,69.03,97.49,1
12.76,8,12.6,71.26,34.48,1
96.02,2,26.84,32.33,85.21,1
13.61,6,14.49,91.37,0.2,1
36.1,4,56.66,77.53,45.76,1
15.65,8,11.49,71.94,15.23,1
8.74,3,54.68,15.02,7.5,0
34.82,1,60.66,79.89,10.24,1
83.73,7,50.57,27.63,96.66,1
54.6,5,83.58,83.91,91.8,1
63.16,8,1.22,97.16,39.35,1
9.39,1,33.37,61.96,8.87,1
34.38,7,67.94,25.61,52.91,1
68.72,2,22.86,19.14,11.71,0
29.11,2,0.08,92.9,41.62,1
72.17,4,35.18,68.28,66.52,1
17.36,3,80.56,44.88,19.31,1
60.51,6,96.64,60.28,34.82,1
19.31,7,53.33,81.2,82.94,1
96.0,1,51.58,23.59,59.84,1
29.33,2,47.09,77.0,77.68,1
74.61,1,88.99,17.8,25.41,1
79.87,6,2.63,41.38,92.06,1
56.25,7,14.09,37.08,60.53,0
10.37,6,56.11,78.48,18.22,1
30.4,2,73.82,52.93,68.33,1
55.19,6,14.8,29.01,74.68,0
62.42,8,21.43,9.56,66.54,0
98.9,1,9.21,71.56,70.74,1
90.95,6,0.73,40.03,72.33,1
49.13,7,55.43,71.07,56.29,1
0.83,3,18.56,98.83,95.79,1
54.17,4,1.94,76.91,88.6,1
67.96,2,61.14,55.41,73.25,1
57.43,7,0.46,56.26,61.58,1
33.19,2,89.42,21.14,87.14,1
46.13,3,88.81,80.39,62.95,1
90.33,2,76.75,57.73,81.37,1
38.28,2,36.05,46.21,19.83,1
26.46,2,45.46,32.01,8.99,1
14.21,3,16.32,36.27,18.9,0
9.23,6,95.92,65.12,42.65,1
36.92,6,33.47,76.14,49.38,1
82.86,2,49.44,88.49,49.77,1
65.06,7,96.13,22.93,99.87,1
24.53,8,30.31,40.04,4.19,1
2.75,3,32.69,38.14,31.43,1
82.99,8,73.95,24.91,3.03,1
4.15,7,61.52,62.71,36.14,1
68.46,1,93.52,6.97,40.3,1
42.15,6,82.28,10.55,27.72,1
92.95,8,6.65,55.92,25.54,1
46.58,2,65.77,64.89,32.36,1
59.84,8,42.83,84.54,45.91,1
74.34,8,63.76,11.22,23.48,1
74.24,5,63.21,20.7,75.4,1
32.55,3,9.76,38.64,47.86,0
96.71,2,73.89,67.56,16.46,1
29.73,2,95.72,51.53,75.32,1
47.46,4,91.2,71.65,52.32,1
64.89,5,42.23,71.08,34.34,1
63.23,4,98.84,30.98,54.56,1
59.21,3,71.26,23.23,40.26,1
18.78,2,59.08,92.06,90.91,1
84.57,4,39.46,18.07,20.0,1
37.74,2,98.32,59.05,81.73,1
55.67,6,56.48,16.68,39.48,1
16.21,5,62.08,74.15,30.09,1
65.63,8,93.03,32.83,35.55,1
21.6,1,0.61,16.3,7.57,0
16.73,1,74.71,20.95,64.55,1
31.05,4,22.03,15.54,62.46,0
10.92,5,9.54,29.56,33.96,0
18.85,4,11.86,9.24,56.82,0
71.26,1,21.27,36.72,69.79,1
18.89,3,98.09,20.14,58.86,1
50.38,6,46.26,17.09,24.95,0
55.74,5,28.6,15.76,50.51,0
12.94,8,60.55,71.47,84.68,1
99.56,4,22.11,78.97,20.05,1
11.57,4,87.64,91.07,70.55,1
40.56,1,2.34,97.75,91.93,1
1.4,5,3.11,10.67,57.78,0
82.28,3,37.49,98.69,78.97,1
72.16,6,28.2,24.73,17.11,1
30.72,7,43.74,43.17,31.95,1
96.07,4,16.19,87.84,74.99,1
9.09,6,88.34,14.56,99.19,1
22.12,8,27.75,49.88,72.81,1
11.93,6,31.9,47.38,3.25,1
52.37,5,80.87,9.06,63.37,1
20.73,7,36.56,43.3,23.75,1
60.92,7,42.89,13.11,21.81,0
49.52,7,81.4,23.22,97.08,1
21.58,3,93.59,26.62,87.1,1
98.3,1,89.53,35.93,62.45,1
26.12,6,77.52,15.91,2.52,1
61.25,2,0.58,25.91,81.04,1
88.33,4,61.91,40.37,93.85,1
27.47,6,10.05,5.9,44.61,0
34.02,4,29.01,81.36,19.83,1
89.52,4,15.13,65.8,18.46,1
6.26,1,81.87,82.38,54.1,1
31.93,6,8.86,41.62,84.1,1
19.09,3,27.49,93.33,17.91,1
75.49,7,70.29,68.67,18.87,1
72.07,1,39.51,94.0,99.59,1
83.8,2,88.95,33.95,0.74,1
97.43,2,98.11,70.12,82.22,1
90.85,5,99.44,54.68,89.4,1
35.82,2,10.26,94.94,11.87,1
78.55,6,60.29,24.2,21.81,1
85.4,4,76.73,7.16,84.79,1
79.86,2,8.99,70.75,80.61,1
17.98,7,91.38,78.47,14.42,1
76.62,4,51.33,3.79,43.12,1
12.7,5,35.72,66.18,64.63,1
53.61,2,76.39,36.31,5.95,1
15.53,1,45.64,91.74,80.71,1
49.65,3,12.74,13.19,7.91,0
17.78,6,8.09,8.45,51.56,0
99.83,3,32.86,67.2,72.07,1
19.33,4,78.47,29.14,28.95,1
69.9,5,42.57,97.16,14.83,1
76.75,6,49.1,75.32,54.31,1
37.4,3,41.01,53.46,20.35,1
34.77,2,2.29,8.56,26.82,0
34.86,2,26.63,75.32,75.43,1
26.0,5,19.05,77.5,45.78,1
35.32,5,20.2,40.05,59.48,0
58.64,5,54.33,28.84,4.46,1
76.83,6,70.49,38.85,34.32,1
45.68,6,59.55,34.81,62.65,1
36.13,3,9.78,58.65,49.95,1
35.32,8,11.64,0.09,14.2,0
9.34,1,83.14,28.45,87.03,1
40.33,2,76.89,82.29,63.27,1
39.13,2,52.96,66.34,94.17,1
38.26,8,1.19,16.97,38.25,0
90.92,5,99.24,66.84,15.33,1
71.64,7,75.03,65.09,67.19,1
79.52,1,43.61,78.78,45.45,1
43.34,5,62.14,83.65,82.71,1
46.79,8,5.64,24.74,43.48,0
79.06,2,55.93,52.98,84.16,1
89.51,2,63.86,58.68,90.91,1
15.61,5,14.08,73.7,20.32,1
82.76,6,46.93,29.86,27.97,1
30.98,7,87.58,44.17,52.62,1
12.11,5,90.28,64.9,42.51,1
54.6,3,50.37,70.59,79.71,1
14.62,6,64.75,76.43,87.41,1
83.27,2,96.19,78.53,83.47,1
50.12,2,19.18,81.3,20.02,1
5.21,4,63.16,60.6,10.31,1
69.29,5,10.55,30.05,63.42,0
49.54,7,72.56,39.5,12.41,1
31.03,5,62.95,2.94,87.96,1
6.25,2,85.81,64.34,30.89,1
21.92,4,37.69,98.61,69.86,1
89.3,8,30.21,76.5,14.36,1
83.96,8,22.71,33.22,55.03,1
83.43,8,99.91,61.61,30.2,1
62.06,3,63.54,34.7,44.12,1
67.37,7,3.07,88.58,74.95,1
9.38,7,5.82,47.48,31.68,0
65.35,4,74.98,68.69,61.74,1
8.21,1,25.69,19.95,93.06,1
56.0,6,52.63,10.2,3.17,0
6.3,4,64.43,79.18,65.35,1
54.06,6,87.21,42.84,90.19,1
